cik,companyName,stockSymbol
0001090403,"CATALYST HEALTH SOLUTIONS, INC.",chsi
0001144906,CATALYST PAPER CORP,cystf
0001175609,"CAVIUM, INC.",cavm
0000944148,"CBIZ, Inc.",cbz
0001609702,"CDK Global, Inc.",cdk
0001402057,CDW Corp,cdw
0001066104,CEB Inc.,ceb
0000018429,CEDAR POINT INC,
0001030894,CELESTICA INC,cls
0001325279,CELLCYTE GENETICS CORP,ccyg
0001076378,CEMEX SAB DE CV,cx
0001475260,CENOVUS ENERGY INC.,cve
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,cnpp_priv
0001042773,CENTERPOINT ENERGY RESOURCES CORP,cnp_priv
0000018808,CENTRAL VERMONT PUBLIC SERVICE CORP,
0001019650,CENTRUE FINANCIAL CORP,cfcb
0001065059,CENTRUS ENERGY CORP,leu
0000873364,CEPHALON INC,ceph
0000018937,CERADYNE INC,crdn
0001037962,CGG,cgg
0001061574,CGI GROUP INC,gib
0000777491,CH2M HILL COMPANIES LTD,ch2m_priv
0000019353,CHARMING SHOPPES INC,
0001364954,"CHEGG, INC",chgg
0001123134,CHIPMOS TECHNOLOGIES INC,
0001058090,CHIPOTLE MEXICAN GRILL INC,cmg
0000884130,CHROMCRAFT REVINGTON INC,crcv
0001132924,CHUNGHWA TELECOM CO LTD,cht
0001008595,CIMATRON LTD,cimt
0000786620,CIMETRIX INC,cmxx
0000885975,CINEMARK USA INC /TX,cnk_priv1
0001022505,CIPHERLOC Corp,clok
0000813716,CIRTRAN CORP,circ
0000858877,"CISCO SYSTEMS, INC.",csco
cr3918898,"CIT Bank, N.A.",
0001174527,CITADEL BROADCASTING CORP,cddgw
0000759944,CITIZENS FINANCIAL GROUP INC/RI,cfg
0000351077,"CITIZENS REPUBLIC BANCORP, INC.",crbc
0000919628,CKE RESTAURANTS INC,ckr
0000020740,CLARCOR INC.,clc
0000840715,CLEARONE INC,clro
0001089819,CLECO CORP,cnl
0000811156,CMS ENERGY CORP,cms
0001567094,CNH Industrial N.V.,cnhi
0001093897,COASTAL BANKING CO INC,cbco
0000030828,COBRA ELECTRONICS CORP,cobr
0001491675,"COCA-COLA ENTERPRISES, INC.",cce
0001158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",ccoi
0000894237,COGENTIX MEDICAL INC /DE/,cgnt
0001018005,COLDWATER CREEK INC,cwtrq
0001267565,"COLLEGIUM PHARMACEUTICAL, INC",coll
0000909111,COLONIAL PROPERTIES TRUST,clp
0001013844,COLONIAL REALTY LIMITED PARTNERSHIP,
0001282607,COLONY RESORTS LVH ACQUISITIONS LLC,
0001324482,COMMERCIAL BARGE LINE CO,
0001035884,COMMSCOPE INC,
0001361103,COMPLETE GENOMICS INC,gnom
0000022872,COMPREHENSIVE CARE CORP,chcr
0001372664,"COMVERGE, INC.",
0000803014,COMVERSE TECHNOLOGY INC/NY/,
0000896778,CONCEPTUS INC,cpts
0001367920,"CONCERT PHARMACEUTICALS, INC.",cnce
0000740112,CONCORD EFS INC,
0001069353,CONEXANT SYSTEMS INC,cnxt
0001211759,CONNECTURE INC,cnxr
0001710366,CONSOL Energy Inc.,ceix
0001047862,CONSOLIDATED EDISON INC,ed
0000921500,CONSOLIDATED GRAPHICS INC /TX/,cgx
0000732834,"CONTINENTAL RESOURCES, INC",clr
0001080034,"CONVERSANT, INC.",cnvr
0000934306,CONVERSION SERVICES INTERNATIONAL INC,cvnsq
0001383154,"COPsync, Inc.",coyn
0001066134,CORINTHIAN COLLEGES INC,coco
0001145404,CORNERSTONE THERAPEUTICS INC,crtx
0000718096,COSMO COMMUNICATIONS CORP,csmo
0000798955,COST PLUS INC/CA/,cpwm
0001054833,COVENTRY HEALTH CARE INC,cvh
0000025354,CPI CORP,cpicq
0001641614,CPI Card Group Inc.,pmts
0000892222,"CRAFT BREW ALLIANCE, INC.",brew
0000025475,CRAWFORD & CO,crd.b
0001360474,CRC Health CORP,
0001394638,CREATIVE LEARNING Corp,clcn
0001356093,"CREATIVE REALITIES, INC.",crex
0000882537,CREATOR CAPITAL LTD,ctorf
0000277924,CREDO PETROLEUM CORP,cred
0001674416,CRISPR Therapeutics AG,crsp
0001449488,CSI Compressco LP,cclp
0001646383,CSRA Inc.,csra
0000891293,CTI BIOPHARMA CORP,ctic
0001108967,"CUI Global, Inc.",cui
0000039263,"CULLEN/FROST BANKERS, INC.",cfr
0001510964,"CV Sciences, Inc.",canv
0001377720,CYBERDEFENDER CORP,cydeq
0000060876,CYBEX INTERNATIONAL INC,cybi
0001365832,CYBRA CORP,cyrp
0000897067,CYMER INC,cymi
0001267130,Cabelas Inc,cab
0001632127,"Cable One, Inc.",cabo
0001053112,Cablevision Systems Corp /NY,cvc
0000016040,Cabot Corp,cbt
0001102934,Cabot Microelectronics Corp,ccmp
0000016058,Caci International Inc /DE/,caci
0001699136,"Cactus, Inc.",WHD
0000813672,Cadence Design Systems Inc,cdns
0001504379,CaesarStone Sdot-Yam Ltd.,cste
0000858339,Caesars Entertainment Corp,czr
0001117733,Cafepress Inc.,prss
0000878560,"CalAtlantic Group, Inc.",spf
0000320017,"Caladrius Biosciences, Inc.",nbs
0001133470,Calavo Growers Inc,cvgw
0001406666,"Calix, Inc",calx
0000837465,Callaway Golf Co,ely
0001035748,Callidus Software Inc,cald
0001414628,"Calpian, Inc.",clpi
0000916457,Calpine Corp,cpn
0001466815,"Cambium Learning Group, Inc.",abcd
0000750686,Camden National Corp,cac
0000906345,Camden Property Trust,cpt
0000941548,Cameron International Corp,cam
0000016732,Campbell Soup Co,cpb
0001669779,"Camping World Holdings, Inc.",cwh
0001690511,Canada Goose Holdings Inc.,goos
0000016868,Canadian National Railway Co,cni
0000016875,Canadian Pacific Railway Ltd/Cn,cp
0001349929,"Cancer Genetics, Inc",cgix
0001737927,Canopy Growth Corp,
0000019446,Cantel Medical Corp,cmn
0001672909,Canterbury Park Holding Corp,cphc
0000926761,Canterbury Park Holding Corp,cphc
0001104349,Capella Education Co,cpla
0000726601,Capital City Bank Group Inc,ccbg
0000927628,Capital One Financial Corp,cof
0001043000,Capital Senior Living Corp,csu
0001494259,"CarGurus, Inc.",carg
0001009672,Carbo Ceramics Inc,crr
0001366527,"Carbon Black, Inc.",cblk
0001340127,Carbonite Inc,carb
0001178104,Cardica Inc,crdc
0000721371,Cardinal Health Inc,cah
0001036141,Cardiome Pharma Corp,crme
0001180145,Cardiovascular Systems Inc,csii
0001666071,"Cardlytics, Inc.",cdlx
0001412270,Care.com Inc,crcm
0001217234,"CareDx, Inc.",cdna
0001142406,"CarePayment Technologies, Inc.",cpyt
0001377149,CareView Communications Inc,crvw
0001046568,Career Education Corp,ceco
0001332602,"Caribou Coffee Company, Inc.",
0000799088,Carmike Cinemas Inc,ckec
1024095,"Carnegie Development, Inc",ESCU
0000815097,Carnival Corp,ccl
0000017843,Carpenter Technology Corp,crs
0001094814,"Cartesian, Inc.",crtn
0000764579,Cas Medical Systems Inc,casm
0000864559,Cascade Microtech Inc,cscd
0000911177,Casella Waste Systems Inc,cwst
0000726958,Caseys General Stores Inc,casy
0000807884,Cash America International Inc,csh
0000708781,Cass Information Systems Inc,cass
0001311538,Castle Brands Inc,rox
0001416083,"Catalent Pharma Solutions, Inc.",
0001363851,Catamaran Corp,ctrx
0000018230,Caterpillar Inc,cat
0000861842,Cathay General Bancorp,caty
0000018255,Cato Corp,cato
0000278166,Cavco Industries Inc,cvco
0000813828,Cbs Corp,cbs
0000721447,Cca Industries Inc,caw
0000018396,Cdi Corp,cdi
0000003197,Ceco Environmental Corp,cece
0000811532,Cedar Fair L P,fun
0001421766,Ceelox Inc.,celo
0001306830,Celanese CORP,ce
0001327467,Celator Pharmaceuticals Inc,cpxx
0000816284,Celgene Corp /DE/,celg
0001470512,Cell-nique Corp,
0001305253,Celladon Corp,cldn
0000744218,"Celldex Therapeutics, Inc.",cldx
0000749647,Celsion CORP,clsn
0001071739,Centene Corp,cnc
0001130310,Centerpoint Energy Inc,cnp
0000887733,Central Garden & Pet Co,cent
0000701347,Central Pacific Financial Corp,cpf
0000812348,Century Bancorp Inc,cnbka
0000911147,Century Casinos Inc /CO/,cnty
0000018926,"Centurylink, Inc",ctl
0000920321,"Cenveo, Inc",cvo
0001037760,Cepheid,cphd
0001119769,Ceragon Networks Ltd,crnt
0001324759,Cereplast Inc,cerpq
0000767884,"Ceres, Inc.",cere
0000804753,Cerner Corp /MO/,cern
0001401914,Cerulean Pharma Inc.,ceru
0001020214,Cerus Corp,cers
0001173489,Ceva Inc,ceva
0000019149,Champion Industries Inc,chmp
0001444598,"Change Healthcare Holdings, Inc.",em
0001169652,Channeladvisor Corp,ecom
0001346980,"Chaparral Energy, Inc.",cpr
0001015155,Charles & Colvard Ltd,cthr
0001100682,Charles River Laboratories International Inc,crl
0000892553,Chart Industries Inc,gtls
0001091667,"Charter Communications, Inc. /MO/",chtr
0001478726,Charter Financial Corp,chfn
0000830524,Chase Corp,ccf
0001025771,Chase Packaging Corp,cpka
0001015922,Check Point Software Technologies Ltd,chkp
0000215419,Checkpoint Systems Inc,ckp
0000887596,Cheesecake Factory Inc,cake
0001597835,Cheetah Mobile Inc.,cmcm
0001517175,"Chefs' Warehouse, Inc.",chef
0001092662,"Chembio Diagnostics, Inc.",cemi
0000019584,Chemed Corp,che
0000019612,Chemical Financial Corp,chfc
0001340652,"ChemoCentryx, Inc.",ccxi
0001091862,Chemtura CORP,chmt
0000003570,Cheniere Energy Inc,lng
0000844161,Cherokee Inc,chke
0000895126,Chesapeake Energy Corp,chk
0000019745,Chesapeake Utilities Corp,cpk
0000093410,Chevron Corp,cvx
0000897429,Chicos Fas Inc,chs
0001041859,"Childrens Place, Inc.",plce
0001409493,Chimera Investment Corp,cim
0001445474,China Construction Bank Corp,cichy
1723980,"China SXT Pharmaceuticals, Inc.",SXTC
0001046311,Choice Hotels International Inc /DE,chh
0000883943,Christopher & Banks Corp,cbk
0001386570,ChromaDex Corp.,cdxc
0000823277,Chs Inc,chscl
0000020171,Chubb Corp,cb
0000313927,Church & Dwight Co Inc /DE/,chd
0001744895,Churchill Capital Corp,ccc.u
0000020212,Churchill Downs Inc,chdn
0000020232,ChyronHego Corp,chyr
0000918581,Ciber Inc,cbr
0000945384,Cicero Inc,cicn
0000936395,Ciena Corp,cien
0001739940,Cigna Corp,ci
0000716133,Cincinnati Bell Inc,cbb
0000020286,Cincinnati Financial Corp,cinf
0000723254,Cintas Corp,ctas
0000772406,Cirrus Logic Inc,crus
0001171825,Cit Group Inc,cit
0001318484,Citi Trends Inc,ctrn
cr476810,"Citibank, N.A.",
0000831001,Citigroup Inc,c
cr3041974,Citizens Bank of Pennsylvania,
cr3303298,"Citizens Bank, N.A.",
0000877890,Citrix Systems Inc,ctxs
cr63069,City National Bank,
0000949428,Clean Diesel Technologies Inc,cdti
0001334978,"Clear Channel Outdoor Holdings, Inc.",cco
0001402857,"Clear Skies Solar, Inc",cskh
0001539029,"Clearside Biomedical, Inc.",clsd
0001434524,Clearsign Combustion Corp,clir
0001441236,Clearwater Paper Corp,clw
0001442505,Clearwire Corp /DE,clwr
0001535379,"Cloudera, Inc.",cldr
0000021175,Cna Financial Corp,cna
0000736772,Cnb Financial Corp/PA,ccne
0001116132,Coach Inc,coh
0000728303,Coast Distribution System Inc,crv
0001437213,"Coastal Carolina Bancshares, Inc.",ccnb
0001471261,"Cobalt International Energy, Inc.",cie
0001028734,Cobiz Financial Inc,cobz
0001334325,"Coda Octopus Group, Inc.",cdoc
0001200375,Codexis Inc,cdxs
0000215466,"Coeur Mining, Inc.",cde
0000851205,Cognex Corp,cgnx
0001058290,Cognizant Technology Solutions Corp,ctsh
0000021510,Coherent Inc,cohr
0001323653,"Coleman Cable, Inc.",ccix
0001420800,Colfax CORP,cfx
0000021665,Colgate Palmolive Co,cl
0001089143,Collectors Universe Inc,clct
0001508677,Colt Defense LLC,
0001050797,Columbia Sportswear Co,colm
0001005229,Columbus Mckinnon Corp,cmco
0001383183,CombiMatrix Corp,cbmx
0001166691,Comcast Corp,cmcsa
cr60143,Comerica Bank,
0000028412,Comerica Inc /New/,cma
0001035983,Comfort Systems Usa Inc,fix
0001140102,"Command Center, Inc.",ccni
0000864509,Command Security Corp,moc
0000022356,Commerce Bancshares Inc /MO/,cbsh
cr601050,Commerce Bank,
0000022444,Commercial Metals Co,cmc
0001290900,"Commercial Vehicle Group, Inc.",cvgi
0000022701,Communications Systems Inc,jcs
0000350852,Community Trust Bancorp Inc /Ky/,ctbi
0001169561,Commvault Systems Inc,cvlt
cr697633,Compass Bank,
0001227654,Compass Minerals International Inc,cmp
0001119774,Compugen Ltd,cgen
0001242513,Computer Graphics International Inc.,cgii
0001169445,Computer Programs & Systems Inc,cpsi
0000023082,Computer Sciences Corp,csc
0001109879,"Computer Software Innovations, Inc.",cswi
0000023111,Computer Task Group Inc,ctg
0000859014,Compuware Corp,cpwr
0001049606,Compx International Inc,cix
0001158172,"Comscore, Inc.",scor
0000023197,Comtech Telecommunications Corp /DE/,cmtl
0000023675,Con-way Inc.,cnw
0000023217,Conagra Foods Inc /DE/,cag
0001005101,Concierge Technologies Inc,cncg
0001066026,Concur Technologies Inc,cnqr
0000749038,Concurrent Computer Corp/DE,ccur
0001346346,"Confederate Motors, Inc.",cfed
0001305773,ConforMIS Inc,cfms
0001502292,"Conifer Holdings, Inc.",cnfr
0000816956,Conmed Corp,cnmd
0000712771,"ConnectOne Bancorp, Inc.",cnob
0001462694,"ConnectOne Bancorp, Inc.",
0001223389,Conns Inc,conn
0001304421,"Consolidated Communications Holdings, Inc.",cnsl
0001405277,"Constant Contact, Inc.",ctct
0000016918,"Constellation Brands, Inc.",stz
0001411688,"Container Store Group, Inc.",tcs
0001259515,Control4 Corp,ctrl
0001704715,"Contura Energy, Inc.",cnte
0001062047,Convergys Corp,cvg
0001407450,"Convio, Inc.",
0000711404,Cooper Companies Inc,coo
0001141982,Cooper Industries plc,cbe
0000024491,Cooper Tire & Rubber Co,ctb
0001297067,"Copano Energy, L.L.C.",cpno
0000900075,Copart Inc,cprt
0001595097,"Corbus Pharmaceuticals Holdings, Inc.",crbp
0001088856,Corcept Therapeutics Inc,cort
0001026655,Core Molding Technologies Inc,cmt
0000036047,"Corelogic, Inc.",clgx
0001401680,Cornerstone OnDemand Inc,csod
0000024741,Corning Inc /NY,glw
0000860546,Corporate Office Properties Trust,ofc
0001070985,Corrections Corp Of America,cxw
0000874866,Corvel Corp,crvl
0001171014,Cosi Inc,cosi
0000909832,Costco Wholesale Corp /New,cost
0000884713,Cott Corp /Cn/,cot
0001024305,Coty Inc.,coty
0000025232,Cousins Properties Inc,cuz
0001023131,Covance Inc,cvd
0001722287,Covia Holdings Corp,cvia
0001563699,Covisint Corp,covs
0001466538,"Cowen Group, Inc.",cown
0001053706,"Cra International, Inc.",crai
0001067294,"Cracker Barrel Old Country Store, Inc",cbrl
0000949158,Cray Inc,cray
0000885550,Credit Acceptance Corp,cacc
0001201135,Credit One Financial Inc,cofi
0001159510,Credit Suisse Group Ag,cs
0000315958,Creditriskmonitor Com Inc,crmz
0000895419,Cree Inc,cree
0001075736,"Crexendo, Inc.",exe
0001334036,"Crocs, Inc.",crox
0001141103,Cross Country Healthcare Inc,ccrn
0001093207,Crossroads Systems Inc,crds
0001328670,"CrowdGather, Inc.",crwg
0001051470,Crown Castle International Corp,cci
0000025895,Crown Crafts Inc,crws
0001219601,Crown Holdings Inc,cck
0000784199,Cryolife Inc,cry
0001124524,"Cryoport, Inc.",cyrx
0001688126,Crypto Co,crcw
0000356037,Csp Inc /MA/,cspi
0000020629,Css Industries Inc,css
0000277948,Csx Corp,csx
0001042187,Cti Industries Corp,ctib
0001439199,Ctpartners Executive Search Inc.,ctp
0000026058,Cts Corp,cts
0001298675,CubeSmart,cube
0000026076,Cubic Corp /DE/,cub
0000912183,Cubist Pharmaceuticals Inc,cbst
0000723603,Culp Inc,cfi
0001087294,Cumberland Pharmaceuticals Inc,cpix
0000026172,Cummins Inc,cmi
0001058623,Cumulus Media Inc,cmls
0001108205,Curis Inc,cris
0001628369,Cushman & Wakefield plc,cwk
0001162461,Cutera Inc,cutr
0001122897,Cvent Inc,cvt
0001376139,Cvr Energy Inc,cvi
0001335293,"Cyalume Technologies Holdings, Inc.",cylu
0001391636,Cyan Inc,cyni
0000768408,Cyanotech Corp,cyan
0001598110,CyberArk Software Ltd.,cybr
0000864683,Cyberonics Inc,cybx
0000768411,Cyberoptics Corp,cybe
0000885306,Cynosure Inc,cyno
0000791915,Cypress Semiconductor Corp /DE/,cy
0000912513,Cytec Industries Inc/DE/,cyt
0001061983,Cytokinetics Inc,cytk
0001501989,"CytomX Therapeutics, Inc.",ctmx
0001095981,"Cytori Therapeutics, Inc.",cytx
0000916540,DARLING INGREDIENTS INC.,dar
0000943823,DAVE & BUSTERS INC,
0000277638,DAVEY TREE EXPERT CO,davt_priv
0001450552,"DAVI LUXURY BRAND GROUP, INC.",mdav
0001627606,DAVIDsTEA Inc.,dtea
0000927066,DAVITA HEALTHCARE PARTNERS INC.,dva
0000799165,DAWSON GEOPHYSICAL CO,dwsn
0000027367,DAXOR CORP,dxr
0001613780,DBV Technologies S.A.,dbvt
0001393463,DC BRANDS INTERNATIONAL INC,hrdn
0001361025,DCP Holding CO,dcp_priv
0001170991,DCT Industrial Trust Inc.,dct
0001104252,DDI CORP,
0000894315,DDR CORP,ddr
0000866873,DEL MONTE FOODS CO,dlm
0000872912,"DELCATH SYSTEMS, INC.",dcth
0000826083,DELL INC,dell
0000859139,DELPHI FINANCIAL GROUP INC/DE,dfg
0001029299,"DELTEK, INC",proj
0001107332,DENDREON CORP,dndn
0000813298,"DESTINATION XL GROUP, INC.",dxlg
0001090908,"DETERMINE, INC.",sltc
0001159508,DEUTSCHE BANK AKTIENGESELLSCHAFT,db
0000730464,DEVRY EDUCATION GROUP INC.,dv
0001556739,"DEX MEDIA, INC.",dxm
0001490186,DHX Media Ltd.,dhxm
0000835403,DIAGEO PLC,deo
0000771950,"DIAL GLOBAL, INC. /DE/",dial
0000707388,DIGIRAD CORP,drad
0001208208,"DIGITALGLOBE, INC.",dgi
0000708850,DIONEX CORP /DE,
0001465112,DIRECTV,dtv
0001080667,DITECH NETWORKS INC,ditc
0001175757,"DIVERSEY, INC.",
0000918387,DIVERSINET CORP,
0001419995,DNA BRANDS INC,dnax
0001261333,"DOCUSIGN, INC.",docu
0001505952,"DOMO, INC.",domo
0001135951,DR REDDYS LABORATORIES LTD,rdy
0001294157,"DR. TATTOFF, INC.",tatt_priv
0000717724,DRESS BARN INC,
0001467623,"DROPBOX, INC.",dbx
0001463959,"DS HEALTHCARE GROUP, INC.",dskx
0001319947,DSW Inc.,dsw
0001649744,DULUTH HOLDINGS INC.,dlth
0001396536,"DUOS TECHNOLOGIES GROUP, INC.",duot
0000879993,DUSA PHARMACEUTICALS INC,dusa
0001213809,DYADIC INTERNATIONAL INC,dyai
0000030822,DYNAMICS RESEARCH CORP,drco
0000783412,Daily Journal Corp,djco
0000915779,Daktronics Inc /Sd/,dakt
0000313616,Danaher Corp /DE/,dhr
0000351998,Data I/O Corp,daio
0001056923,Datalink Corp,dtlk
0000792130,Datawatch Corp,dwch
0000910521,Deckers Outdoor Corp,deck
0001110607,"Deep Down, Inc.",dpdw
0001585583,"Del Taco Restaurants, Inc.",taco
0001694426,"Delek US Holdings, Inc.",
0001707092,Delphi Technologies PLC,dlph
0000027904,Delta Air Lines Inc /DE/,dal
0001101396,"Delta Apparel, Inc",dla
0001086740,Deltathree Inc,dddc
0001022469,Deltic Timber Corp,del
0000027996,Deluxe Corp,dlx
0001365038,Demand Media Inc.,dmd
0001400400,"DemandTec, Inc.",
0001301031,Demandware Inc,dwre
0000852772,Dennys Corp,denn
0000818479,Dentsply International Inc /DE/,xray
0001005201,Depomed Inc,depo
0000892160,"Derma Sciences, Inc.",dsci
0001050140,Descartes Systems Group Inc,dsgx
0000896985,Destination Maternity Corp,dest
0001090012,Devon Energy Corp/DE,dvn
0001093557,Dexcom Inc,dxcm
0001036968,"Diadexus, Inc.",ddxs
0001366649,Dialogic Inc.,dlgc
0001320947,Diamond Foods Inc,dmnd
0000909108,Diamond Hill Investment Group Inc,dhil
0000949039,Diamond Offshore Drilling Inc,do
0001514608,Diamond Resorts Corp,
0001089063,Dicks Sporting Goods Inc,dks
0000028823,Diebold Inc,dbd
0001053691,Diffusion Pharmaceuticals Inc.,dffn
0000854775,Digi International Inc,dgii
0001438231,Digimarc CORP,dmrc
0001342958,Digital Ally Inc,dgly
0000934448,"Digital Generation, Inc.",dgit
0001297996,"Digital Realty Trust, Inc.",dlr
0001062530,Digital River Inc /DE,driv
0000317788,"Digital Turbine, Inc.",apps
0001433269,Diligent Corp,dil
0000028917,Dillards Inc,dds
0001592288,"Dimension Therapeutics, Inc.",dmtx
0000049754,"DineEquity, Inc",din
0001610092,"Diplomat Pharmacy, Inc.",dplo
0000879703,Direct Insite Corp,diri
0001393612,Discover Financial Services,dfs
0001437107,"Discovery Communications, Inc.",disca
0000946486,Discovery Laboratories Inc /DE/,dsco
0000029332,Dixie Group Inc,dxyn
0000771999,Document Security Systems Inc,dss
0001308547,"Dolby Laboratories, Inc.",dlb
0000029534,Dollar General Corp,dg
0000715957,Dominion Resources Inc /VA/,d
0001286681,Dominos Pizza Inc,dpz
0001381531,Domtar CORP,ufs
0000868780,"Dorman Products, Inc.",dorm
0001080029,"Dougherty's Pharmacy, Inc.",mydp
0001287213,"Douglas Dynamics, Inc",plow
0000029905,Dover Corp,dov
0001162556,Dover Downs Gaming & Entertainment Inc,dde
0001017673,Dover Motorsports Inc,dvd
0001178946,Dragonwave Inc,drwi
0001042893,Dril-Quip Inc,drq
0000915778,Dsp Group Inc /DE/,dspg
0000714603,Dst Systems Inc,dst
0001226308,"Dts, Inc.",dtsi
0000030305,Ducommun Inc /DE/,dco
0001326160,Duke Energy CORP,duk
0000783280,Duke Realty Corp,dre
0001115222,Dun & Bradstreet Corp/Nw,dnb
0001082038,Durect Corp,drrx
0001020710,Dxp Enterprises Inc,dxpe
0000907562,Dyax Corp,dyax
0000067215,Dycom Industries Inc,dy
0000034067,Dynamic Materials Corp,boom
0000720875,Dynatronics Corp,dynt
0001029142,Dynavax Technologies Corp,dvax
0001379895,Dynegy Inc.,dyn
y93412583,E*Trade Financial Corp,
0000031235,EASTMAN KODAK CO,kodk
0000894738,EASYLINK SERVICES INTERNATIONAL CORP,esic
0001034088,ECLIPSYS CORP,
0000031462,ECOLAB INC.,ecl
0001444406,ECOPETROL S.A.,ec
0001071760,ECOSPHERE TECHNOLOGIES INC,esph
0001301206,"ECOTALITY, INC.",ectyq
0001083866,EDEN ENERGY CORP,edne
0001080224,EDGAR ONLINE INC,edgr
0001717556,"EDISON NATION, INC.",ednt
0000880059,EDUCATION MANAGEMENT CORPORATION,edmc
0000949373,EINSTEIN NOAH RESTAURANT GROUP INC,bagl
0001549084,"EKSO BIONICS HOLDINGS, INC.",ekso
0001066107,EL PASO CORP/DE,ep
0000031986,EL PASO NATURAL GAS CO,
0000737572,ELAN CORP PLC,
2458,ELAN MICROELECTRONICS CORP (義隆電子),elan
0000712515,ELECTRONIC ARTS INC.,ea
0001355444,EMBRAER S.A.,erj
0001001604,EMERITUS CORP\WA\,
0000805326,EMISPHERE TECHNOLOGIES INC,emis
0000317032,EMPI INC,
0000005117,EMTEC INC/NJ,etec
0000277595,ENERGEN CORP,egn
0001632790,"ENERGIZER HOLDINGS, INC.",enr
0000032878,ENERGY CONVERSION DEVICES INC,enerq
0001002242,ENI SPA,e
0000922237,ENOVA SYSTEMS INC,envs
0000811271,"ENTECH SOLAR, INC.",ensl
0000033113,ENVIRONMENTAL TECTONICS CORP,etcc
0001555082,EP Energy LLC,epe_priv
0001352010,"EPAM Systems, Inc.",epam
0001096738,EPOCRATES INC,epoc
0001045450,EPR PROPERTIES,epr
0001026650,ERESEARCHTECHNOLOGY INC /DE/,ert
0001490165,ERICKSON INC.,eac
0001358254,"ES Bancshares, Inc.",esbs
0000355999,ESSENDANT INC,ustr
0001370637,ETSY INC,etsy
0001437352,"EVERBRIDGE, INC.",evbg
0000896400,EVERI GAMES HOLDING INC.,evri_priv1
0001517783,"EVERTEC Group, LLC",evtc
0001559865,"EVERTEC, Inc.",evtc
0000870826,EVINE Live Inc.,evlv
0000939767,"EXELIXIS, INC.",exel
0001116284,EXFO INC.,exfo
0001186362,EXOPACK HOLDING CORP,
0000918646,Eagle Materials Inc,exp
0001364541,Eagle Rock Energy Partners L P,eroc
0001069157,East West Bancorp Inc,ewbc
0001321268,"Eastern Insurance Holdings, Inc.",eihi
0001047170,Eastern Virginia Bankshares Inc,evbs
0000915389,Eastman Chemical Co,emn
0001551182,Eaton Corp plc,etn
0000350797,Eaton Vance Corp,ev
0001170816,"Eau Technologies, Inc.",eaui
0001065088,Ebay Inc,ebay
0000814549,Ebix Inc,ebix
0000031347,Echelon Corp,elon
0001453420,"Echo Automotive, Inc.",ecau
0001426945,"Echo Global Logistics, Inc.",echo
0001031927,"Echo Therapeutics, Inc.",ecte
0001415404,EchoStar CORP,sats
0001041934,Edap Tms Sa,edap
0001472091,"Edge Therapeutics, Inc.",edge
0001487544,"Edgen Murray II, L.P.",
0001017968,Edgewater Technology Inc/DE/,edgw
0000827052,Edison International,eix
0001650664,"Editas Medicine, Inc.",edit
0001302343,"Education Realty Trust, Inc.",edr
0000031667,Educational Development Corp,educ
0001099800,Edwards Lifesciences Corp,ew
0001606366,"El Pollo Loco Holdings, Inc.",loco
0001027664,Elbit Systems Ltd,eslt
0000796124,Eldorado Artesian Springs Inc,eldo
0001590895,"Eldorado Resorts, Inc.",eri
0000726514,Electro Scientific Industries Inc,esio
0000351789,Electro Sensors Inc,else
0001488917,"Electromed, Inc.",elmd
0000867374,Electronics For Imaging Inc,efii
0001485003,"Eleven Biotherapeutics, Inc.",ebio
0000095052,Elizabeth Arden Inc,rden
0001122388,Ellie Mae Inc,elli
0001375271,"Eloqua, Inc.",eloq
0001492261,Elster Group SE,
0000790070,Emc Corp,emc
0000105634,Emcor Group Inc,eme
0000808326,Emcore Corp,emkr
0001555177,Emerge Energy Services LP,emes
0001334544,Emergency Medical Services L.P.,
0001367644,Emergent BioSolutions Inc.,ebs
0001505363,Emerging Acquisition Corp,
0000032604,Emerson Electric Co,emr
0000032621,Emerson Radio Corp,msn
0000906780,Empire Resorts Inc,nyny
0001553079,"Empire State Realty OP, L.P.",esba
0001483935,"Empowered Products, Inc.",empo
0000350917,Emulex Corp /DE/,elx
0001140310,"EnSync, Inc.",zbb
0001591763,"Enable Midstream Partners, LP",enbl
0000895728,Enbridge Inc,enb
0001157806,Encana Corp,eca
0000850460,Encore Wire Corp,wire
0001623919,"EndoChoice Holdings, Inc.",gi
0001235007,Endocyte Inc,ecyt
0001013606,Endologix Inc /DE/,elgx
0001179755,Endurance Specialty Holdings Ltd,enh
0001575793,Energous Corp,watt
0000924168,"Energy Focus, Inc/DE",efoi
0001421517,"Energy Recovery, Inc.",erii
0001393744,"EnergySolutions, Inc.",3iq1
0001244937,Enernoc Inc,enoc
0000933738,Englobal Corp,eng
0000033002,"Ennis, Inc.",ebf
0001529864,"Enova International, Inc.",enva
0001463101,"Enphase Energy, Inc.",enph
0001363829,Enstar Group LTD,esgr
0001101302,Entegris Inc,entg
0001067837,Entercom Communications Corp,etm
0000065984,Entergy Corp /DE/,etr
0001371217,EnteroMedics Inc,etrm
0001018399,Enterprise Bancorp Inc /MA/,ebtc
0001025835,Enterprise Financial Services Corp,efsc
0001061219,Enterprise Products Partners L P,epd
0001408299,"Entia Biosciences, Inc.",ergo
0001109116,Entravision Communications Corp,evc
